manufacturercode,manufacturername,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,recordcount,percent,yyyyqqretailereow
9999999999,ALL,2,Dry Grocery,1360,Print At Home,8,Oral Hygiene,1,Food,207,0.00000303,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,2,Cosmetics,1,Food,274,0.00000402,201601
9999999999,ALL,2,Dry Grocery,202,FSI,3,Coffee Creamers & Hot Chocolate Mix,1,Food,26,0.00000038,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,1,Health Aids & Remedies,1,Food,480,0.00000703,201601
9999999999,ALL,2,Dry Grocery,202,FSI,3,Desserts,1,Food,26,0.00000038,201601
9999999999,ALL,2,Dry Grocery,202,FSI,2,Coffee & Tea,1,Food,1,0.00000001,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,8,Condiments/Dips/Gravies/Sauces,1,Food,55,0.00000081,201601
9999999999,ALL,2,Dry Grocery,202,FSI,5,Eggs,1,Food,7,0.00000010,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,3,Bread & Baked Goods - Shelf Stable,1,Food,1345,0.00001971,201601
9999999999,ALL,2,Dry Grocery,202,FSI,7,Ice Cream & Frozen Yogurt,1,Food,21,0.00000031,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,4,"Charcoal, Logs & Accessories",1,Food,969,0.00001420,201601
9999999999,ALL,2,Dry Grocery,202,FSI,8,Condiments/Dips/Gravies/Sauces,1,Food,47,0.00000069,201601
9999999999,ALL,2,Dry Grocery,202,FSI,8,Oral Hygiene,1,Food,952,0.00001395,201601
9999999999,ALL,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,261,0.00000382,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,7,Heat & Eat Prepared Foods,1,Food,556,0.00000815,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,7,Heat & Eat Prepared Foods,1,Food,173,0.00000254,201601
9999999999,ALL,2,Dry Grocery,202,FSI,13,Meal & Side Dish Mixes & Kits,1,Food,1269,0.00001860,201601
9999999999,ALL,2,Dry Grocery,202,FSI,7,Foil/Plastic Wrap & Bags/Plastic Containers,1,Food,30,0.00000044,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,2,Breakfast Foods,1,Food,873,0.00001279,201601
9999999999,ALL,2,Dry Grocery,202,FSI,11,Skin Creams & Lotions/Facial Cleansers,1,Food,19506,0.00028586,201601
9999999999,ALL,2,Dry Grocery,202,FSI,5,Candy & Gum,1,Food,8,0.00000012,201601
9999999999,ALL,2,Dry Grocery,202,FSI,2,Automotive,1,Food,12,0.00000018,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,3,Desserts,1,Food,2,0.00000003,201601
9999999999,ALL,2,Dry Grocery,202,FSI,3,Coffee Creamers & Hot Chocolate Mix,1,Food,15,0.00000022,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,7,Heat & Eat Prepared Foods,1,Food,266,0.00000390,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,37,0.00000054,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,Vegetables,1,Food,6,0.00000009,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,13,Meal & Side Dish Mixes & Kits,1,Food,12,0.00000018,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,23,Vegetables - Canned & Dried,1,Food,79,0.00000116,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,4,Fruit,1,Food,814,0.00001193,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,3,Books & Magazines,1,Food,96,0.00000141,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,5,Clothing & Undergarments,1,Food,56,0.00000082,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,3,Medical Test Kits & Devices,1,Food,273,0.00000400,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,5,Clothing & Undergarments,1,Food,1,0.00000001,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,10,Ready to Eat Fruits & Salads,1,Food,307,0.00000450,201601
9999999999,ALL,2,Dry Grocery,202,FSI,2,Coffee & Tea,1,Food,31,0.00000045,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,10,Household Maintenance Products,1,Food,456,0.00000668,201601
9999999999,ALL,2,Dry Grocery,202,FSI,11,Sour Cream & Whipped Cream - Canned,1,Food,5545,0.00008126,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,21,"Spices, Seasonings & Extracts",1,Food,194,0.00000284,201601
